MsgID.STATE,1518699055.2088041,False,False
MsgID.GLOBAL_POSITION,1518699088.4329050,-121.9939385,37.4137364,-0.0420000
MsgID.LOCAL_VELOCITY,1518699088.4329050,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699088.4352791,-0.1985140,0.3287823,0.0424723
MsgID.LOCAL_VELOCITY,1518699088.4352791,-0.0000073,0.0000003,0.0000007
MsgID.GLOBAL_POSITION,1518699088.6858068,-121.9939388,37.4137364,-0.0450000
MsgID.LOCAL_VELOCITY,1518699088.6858068,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699088.6863074,-0.1988050,0.2832718,0.0453194
MsgID.LOCAL_VELOCITY,1518699088.6863074,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699088.9313059,-121.9939410,37.4137364,-0.0300000
MsgID.LOCAL_VELOCITY,1518699088.9313059,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699088.9363091,-0.2020323,0.1047271,0.0302513
MsgID.LOCAL_VELOCITY,1518699088.9363091,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699089.1813071,-121.9939408,37.4137360,-0.0020000
MsgID.LOCAL_VELOCITY,1518699089.1813071,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699089.1863112,-0.2482103,0.1242641,-0.0002873
MsgID.LOCAL_VELOCITY,1518699089.1863112,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518699089.3973083,False,False
MsgID.GLOBAL_HOME,1518699089.3978062,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699089.4348085,-121.9939395,37.4137363,0.0330000
MsgID.LOCAL_VELOCITY,1518699089.4348085,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699089.4373097,-0.2079307,0.2464225,-0.0340262
MsgID.LOCAL_VELOCITY,1518699089.4373097,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699089.6838088,-121.9939386,37.4137362,0.0660000
MsgID.LOCAL_VELOCITY,1518699089.6838088,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699089.6883104,-0.2397444,0.3139640,-0.0684965
MsgID.LOCAL_VELOCITY,1518699089.6883104,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699089.9323537,-121.9939403,37.4137353,0.0890000
MsgID.LOCAL_VELOCITY,1518699089.9323537,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699089.9378576,-0.3230200,0.1721237,-0.0890155
MsgID.LOCAL_VELOCITY,1518699089.9378576,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699090.1839275,-121.9939400,37.4137365,0.0930000
MsgID.LOCAL_VELOCITY,1518699090.1839275,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699090.1864326,-0.1902032,0.1999185,-0.0939341
MsgID.LOCAL_VELOCITY,1518699090.1864326,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1518699090.3959289,False,False
MsgID.GLOBAL_HOME,1518699090.3964365,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699090.4344435,-121.9939399,37.4137354,0.0800000
MsgID.LOCAL_VELOCITY,1518699090.4344435,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699090.4374454,-0.3163003,0.2054547,-0.0805359
MsgID.LOCAL_VELOCITY,1518699090.4374454,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699090.6879315,-121.9939396,37.4137364,0.0530000
MsgID.LOCAL_VELOCITY,1518699090.6879315,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699090.6889298,-0.1986110,0.2327424,-0.0535702
MsgID.LOCAL_VELOCITY,1518699090.6889298,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699090.9428122,-121.9939401,37.4137375,0.0220000
MsgID.LOCAL_VELOCITY,1518699090.9428122,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699090.9443235,-0.0823833,0.1901603,-0.0220950
MsgID.LOCAL_VELOCITY,1518699090.9443235,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1518699091.1917076,-121.9939416,37.4137352,-0.0140000
MsgID.LOCAL_VELOCITY,1518699091.1917076,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699091.1922016,-0.3374361,0.0541252,0.0142016
MsgID.LOCAL_VELOCITY,1518699091.1922016,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,1518699091.3947172,-121.9939422,37.4137382,0.0000000
MsgID.STATE,1518699091.3954709,False,False
MsgID.LOCAL_POSITION,1518699091.4422839,-0.2436055,0.2092524,0.0430505
MsgID.LOCAL_VELOCITY,1518699091.4422839,0.0000000,0.0000000
